	Рейтинг	Компания	Кол-во фильмов	Box office	Кол-во билетов	Процент от общего кол-ва	Год
1282	2	20th Century Fox	22	$1,460,228,750	194,697,168	13.72%	2009
1283	3	Paramount Pictures	16	$1,460,075,602	194,676,748	13.72%	2009
1284	4	Sony Pictures	24	$1,447,935,464	193,058,052	13.61%	2009
1285	5	Walt Disney	23	$1,205,647,954	160,753,063	11.33%	2009
1286	6	Universal	21	$898,333,720	119,777,823	8.44%	2009
1287	7	Summit Entertainment	11	$480,408,885	64,054,511	4.52%	2009
1288	8	Lionsgate	12	$402,012,617	53,601,681	3.78%	2009
1289	9	Fox Searchlight	11	$246,172,026	32,822,936	2.31%	2009
1290	10	Weinstein Co.	9	$179,077,081	23,876,939	1.68%	2009
1291	11	Focus Features	10	$159,098,145	21,213,082	1.50%	2009
1292	12	Overture Films	8	$157,614,161	21,015,218	1.48%	2009
1293	13	Paramount Vantage	5	$65,267,365	8,702,315	0.61%	2009
1294	14	Miramax	8	$54,736,063	7,298,138	0.51%	2009
1295	15	Sony Pictures Classics	26	$49,395,750	6,586,088	0.46%	2009
1296	16	Weinstein/Dimension	1	$33,392,973	4,452,396	0.31%	2009
1297	17	MGM	5	$22,997,234	3,066,296	0.22%	2009
1298	18	United Artists	1	$22,373,908	2,983,188	0.21%	2009
1299	19	Apparition	4	$17,101,506	2,280,199	0.16%	2009
1300	20	Roadside Attractions	14	$13,123,419	1,749,783	0.12%	2009
1301	21	Freestyle Releasing	6	$12,781,745	1,704,229	0.12%	2009
1302	22	Magnolia Pictures	27	$12,526,258	1,670,156	0.12%	2009
1303	23	IFC Films	25	$9,619,636	1,282,606	0.09%	2009
1304	24	IMAX Films	4	$7,938,908	1,058,518	0.07%	2009
1305	25	Big Pictures	7	$5,257,818	701,040	0.05%	2009
1306	26	Eros Entertainment	4	$4,507,401	600,985	0.04%	2009
1307	27	Music Box Films	6	$4,478,926	597,188	0.04%	2009
1308	28	UTV Communications	7	$3,853,318	513,772	0.04%	2009
1309	29	National Geographic Entertainment	3	$3,465,013	462,001	0.03%	2009
1310	30	Samuel Goldwyn Films	6	$2,991,864	398,913	0.03%	2009
1311	31	Regent Releasing	17	$2,610,964	348,123	0.02%	2009
1312	32	Stony Island Entertainment	1	$2,026,756	270,234	0.02%	2009
1313	33	3D Entertainment	1	$2,013,083	268,411	0.02%	2009
1314	34	Oscilloscope Pictures	7	$1,953,847	260,509	0.02%	2009
1315	35	Truly Indie	5	$1,771,585	236,208	0.02%	2009
1316	36	Yash Raj Films	5	$1,667,903	222,385	0.02%	2009
1317	37	Vivendi Entertainment	3	$1,632,869	217,714	0.02%	2009
1318	38	TVA Films	1	$1,548,858	206,514	0.01%	2009
1319	39	First Look	1	$1,433,091	191,078	0.01%	2009
1320	40	International Film Circuit	3	$1,295,474	172,728	0.01%	2009
1321	41	Five & Two Pictures	1	$1,167,623	155,683	0.01%	2009
1322	42	Indican Pictures	8	$1,080,518	144,066	0.01%	2009
1323	43	Viva Entertainment	3	$1,076,815	143,574	0.01%	2009
1324	44	Equinox	1	$960,240	128,032	0.01%	2009
1325	45	After Dark	2	$863,172	115,088	0.01%	2009
1326	46	Zeitgeist	12	$810,711	108,089	0.01%	2009
1327	47	Screen Media Films	7	$808,358	107,778	0.01%	2009
1328	48	Slowhand Cinema	2	$782,058	104,274	0.01%	2009
1329	49	Gener8xion Entertainment	1	$741,557	98,874	0.01%	2009
1330	50	Abramorama Films	3	$740,280	98,702	0.01%	2009
1331	51	Strand	15	$731,955	97,586	0.01%	2009
1332	52	Shorts International	1	$644,635	85,951	0.01%	2009
1333	53	AdLab Films	2	$593,968	79,195	0.01%	2009
1334	54	Vitagraph Films	2	$532,706	71,026	0.01%	2009
1335	55	Cinema Guild	7	$524,230	69,895	0.00%	2009
1336	56	American Zoetrope	1	$518,522	69,136	0.00%	2009
1337	57	Elephant Eye Films	1	$492,776	65,703	0.00%	2009
1338	58	Shadow	4	$480,260	64,033	0.00%	2009
1339	59	First Run Features	13	$443,970	59,191	0.00%	2009
1340	60	Janus Films	5	$442,775	59,035	0.00%	2009
1341	61	Zipporah	1	$417,932	55,724	0.00%	2009
1342	62	Full Circle Releasing	1	$397,641	53,018	0.00%	2009
1343	63	First Independent Pictures	3	$334,666	44,621	0.00%	2009
1344	64	Arthouse Films	3	$327,388	43,650	0.00%	2009
1345	65	Self Distributed	7	$325,585	43,409	0.00%	2009
1346	66	Senator Entertainment	1	$315,000	42,000	0.00%	2009
1347	67	Studio 18	1	$300,293	40,039	0.00%	2009
1348	68	Balcony Releasing	3	$270,257	36,033	0.00%	2009
1349	69	Rialto Pictures	4	$254,512	33,933	0.00%	2009
1350	70	Argot Pictures	3	$232,707	31,027	0.00%	2009
1351	71	Anchor Bay Entertainment	7	$222,411	29,652	0.00%	2009
1352	72	Lorber Films	6	$221,912	29,586	0.00%	2009
1353	73	Kino/Emerging	1	$204,458	27,261	0.00%	2009
1354	74	Elysian Films	1	$203,305	27,107	0.00%	2009
1355	75	Image Entertainment	3	$200,877	26,782	0.00%	2009
1356	76	Monterey Media	11	$186,799	24,900	0.00%	2009
1357	77	Third Rail	2	$175,072	23,342	0.00%	2009
1358	78	Variance Films/Everest Films	1	$173,828	23,177	0.00%	2009
1359	79	Blue Water Entertainment	1	$169,340	22,578	0.00%	2009
1360	80	Variance Films	5	$165,700	22,092	0.00%	2009
1361	81	Film Movement	8	$161,158	21,486	0.00%	2009
1362	82	Maya Releasing	4	$160,892	21,449	0.00%	2009
1363	83	Seventh Art Releasing	1	$139,418	18,589	0.00%	2009
1364	84	Peace Arch Releasing	3	$130,547	17,405	0.00%	2009
1365	85	Empire Pictures	1	$123,670	16,489	0.00%	2009
1366	86	Paladin	3	$115,847	15,445	0.00%	2009
1367	87	Eleven Arts	2	$112,767	15,034	0.00%	2009
1368	88	ThinkFilm	4	$110,407	14,719	0.00%	2009
1369	89	Rainbow Releasing	1	$110,175	14,690	0.00%	2009
1370	90	The Film Desk	5	$106,612	14,212	0.00%	2009
1371	91	Kino International	5	$94,165	12,553	0.00%	2009
1372	92	Westchester Films	1	$88,453	11,793	0.00%	2009
1373	93	Emerging Pictures	1	$79,340	10,578	0.00%	2009
1374	94	Cinema Libre	4	$72,179	9,623	0.00%	2009
1375	95	Mitropoulos Films	2	$63,352	8,446	0.00%	2009
1376	96	Thunderstruck Films	1	$61,941	8,258	0.00%	2009
1377	97	Pallisades Tartan	1	$60,200	8,026	0.00%	2009
1378	98	Cinedigm	1	$55,000	7,333	0.00%	2009
1379	99	Audience Alliance	1	$50,076	6,676	0.00%	2009
1380	100	GR Films	1	$47,552	6,340	0.00%	2009
1381	101	Wave Releasing	1	$47,071	6,276	0.00%	2009
1382	102	Koch Lorber Films	1	$45,835	6,111	0.00%	2009
1383	103	Bev Pictures	1	$44,802	5,973	0.00%	2009
1384	104	City Lights Pictures	1	$38,557	5,140	0.00%	2009
1385	105	SPEAKproductions	1	$36,592	4,878	0.00%	2009
1386	106	7-57 Releasing	1	$35,817	4,775	0.00%	2009
1387	107	Mypheduh Film	1	$30,071	4,009	0.00%	2009
1388	108	Trela	1	$27,052	3,606	0.00%	2009
1389	109	Palisades	1	$21,438	2,858	0.00%	2009
1390	110	Magnet Pictures	1	$21,152	2,820	0.00%	2009
1391	111	New Yorker	1	$19,471	2,596	0.00%	2009
1392	112	Embrem Entertainment	1	$18,480	2,464	0.00%	2009
1393	113	American World Pictures	1	$18,215	2,428	0.00%	2009
1394	114	Wolfe Twenty	1	$17,625	2,350	0.00%	2009
1395	115	Alliance Films	1	$17,172	2,289	0.00%	2009
1396	116	New World	1	$15,903	2,120	0.00%	2009
1397	117	NeoClassics Films	1	$15,000	2,000	0.00%	2009
1398	118	Nocturnal Features	3	$12,372	1,648	0.00%	2009
1399	119	Aliquot Films	1	$11,799	1,573	0.00%	2009
1400	120	MSK Productions	1	$11,581	1,544	0.00%	2009
1401	121	Cinema Epoch	3	$11,500	1,531	0.00%	2009
1402	122	Riverrain	1	$10,019	1,335	0.00%	2009
1403	123	Icarus Films	1	$9,939	1,325	0.00%	2009
1404	124	Mangusta Productions	1	$9,890	1,318	0.00%	2009
1405	125	Atlas Media Group	1	$9,166	1,222	0.00%	2009
1406	126	The Talking Pictures Company	1	$8,030	1,070	0.00%	2009
1407	127	Kanbar Entertainment	1	$6,793	905	0.00%	2009
1408	128	Artistic License	1	$6,000	800	0.00%	2009
1409	129	Sumbadhat Productions	1	$5,995	799	0.00%	2009
1410	130	Fair Trade Pictures	1	$4,183	557	0.00%	2009
1411	131	Cavalier Films	1	$3,516	468	0.00%	2009
1412	132	ArtMattan Productions	1	$3,149	419	0.00%	2009
1413	133	Reliance Big Pictures	1	$1,954	260	0.00%	2009
1414	134	Capitol Films	1	$1,260	168	0.00%	2009
1415	135	Cinevolve Studios	2	$894	118	0.00%	2009
1416	136	New Love Films	1	$632	84	0.00%	2009
1417	1	Warner Bros.	35	$1,883,594,258	238,731,847	17.97%	2010
1418	2	Paramount Pictures	18	$1,727,156,249	218,904,466	16.48%	2010
1419	3	Walt Disney	17	$1,465,778,171	185,776,694	13.98%	2010
1420	4	20th Century Fox	19	$1,391,779,577	176,397,918	13.28%	2010
1421	5	Sony Pictures	24	$1,284,700,925	162,826,478	12.26%	2010
1422	6	Universal	18	$885,837,281	112,273,422	8.45%	2010
1423	7	Summit Entertainment	11	$519,928,031	65,897,088	4.96%	2010
1424	8	Lionsgate	16	$513,854,686	65,127,329	4.90%	2010
1425	9	Fox Searchlight	10	$159,610,478	20,229,464	1.52%	2010
1426	10	Overture Films	7	$81,612,865	10,343,835	0.78%	2010
1427	11	Focus Features	8	$74,830,313	9,484,192	0.71%	2010
1428	12	CBS Films	3	$72,829,618	9,230,622	0.69%	2010
1429	13	Sony Pictures Classics	26	$67,356,802	8,536,968	0.64%	2010
1430	14	MGM	2	$50,280,537	6,372,691	0.48%	2010
1431	15	Weinstein Co.	8	$40,757,597	5,165,724	0.39%	2010
1432	16	Weinstein/Dimension	2	$40,288,743	5,106,303	0.38%	2010
1433	17	Miramax	2	$27,990,098	3,547,540	0.27%	2010
1434	18	Music Box Films	9	$25,920,889	3,285,281	0.25%	2010
1435	19	Paramount Vantage	3	$20,433,287	2,589,770	0.19%	2010
1436	20	Apparition	4	$12,840,057	1,627,382	0.12%	2010
1437	21	Samuel Goldwyn Films	8	$12,315,747	1,560,927	0.12%	2010
1438	22	Anchor Bay Entertainment	7	$11,547,843	1,463,602	0.11%	2010
1439	23	IFC Films	36	$10,232,134	1,296,831	0.10%	2010
1440	24	Roadside Attractions	15	$10,048,748	1,273,598	0.10%	2010
1441	25	National Geographic Entertainment	5	$9,070,056	1,149,561	0.09%	2010
1442	26	Magnolia Pictures	23	$8,692,474	1,101,696	0.08%	2010
1443	27	Eros Entertainment	8	$6,100,130	773,144	0.06%	2010
1444	28	UTV Communications	8	$5,988,725	759,023	0.06%	2010
1445	29	Relativity	1	$5,569,301	705,868	0.05%	2010
1446	30	IMAX Films	3	$4,549,480	576,612	0.04%	2010
1447	31	Big Pictures	3	$4,170,766	528,612	0.04%	2010
1448	32	Freestyle Releasing	10	$4,046,041	512,800	0.04%	2010
1449	33	Producers Distribution Agency	1	$3,291,250	417,141	0.03%	2010
1450	34	Vivendi Entertainment	1	$2,848,587	361,037	0.03%	2010
1451	35	B4U Movies	1	$2,276,427	288,520	0.02%	2010
1452	36	Oscilloscope Pictures	9	$1,901,193	240,958	0.02%	2010
1453	37	Viva Entertainment	8	$1,639,053	207,732	0.02%	2010
1454	38	Zeitgeist	7	$1,546,972	196,063	0.01%	2010
1455	39	Screen Media Films	3	$1,364,440	172,932	0.01%	2010
1456	40	First Run Features	17	$1,124,589	142,525	0.01%	2010
1457	41	Slowhand Cinema	1	$1,089,445	138,079	0.01%	2010
1458	42	Shorts International	1	$1,018,169	129,045	0.01%	2010
1459	43	Seville	1	$1,011,919	128,253	0.01%	2010
1460	44	Newmarket Films	2	$960,746	121,767	0.01%	2010
1461	45	Five & Two Pictures	2	$955,000	121,038	0.01%	2010
1462	46	Kino International	7	$939,192	119,032	0.01%	2010
1463	47	Lorber Films	11	$847,603	107,422	0.01%	2010
1464	48	Hannover House	2	$798,948	101,260	0.01%	2010
1465	49	Reliance Big Pictures	2	$745,459	94,480	0.01%	2010
1466	50	GKIDS	2	$705,913	89,469	0.01%	2010
1467	51	Indican Pictures	10	$611,365	77,481	0.01%	2010
1468	52	Rocky Mountain Pictures	2	$560,506	71,039	0.01%	2010
1469	53	Gener8xion Entertainment	1	$514,522	65,211	0.00%	2010
1470	54	Strand	16	$510,720	64,723	0.00%	2010
1471	55	CanZion Films	1	$493,470	62,543	0.00%	2010
1472	56	Hyde Park Films	1	$493,296	62,521	0.00%	2010
1473	57	Cinedigm	1	$485,913	61,585	0.00%	2010
1474	58	NeoClassics Films	2	$463,290	58,718	0.00%	2010
1475	59	3D Entertainment	1	$458,309	58,087	0.00%	2010
1476	60	Variance Films	8	$425,426	53,915	0.00%	2010
1477	61	Cinema Guild	7	$415,755	52,690	0.00%	2010
1478	62	Arthouse Films	3	$386,261	48,954	0.00%	2010
1479	63	Paladin	6	$376,699	47,740	0.00%	2010
1480	64	Self Distributed	4	$365,557	46,329	0.00%	2010
1481	65	Films Around the World	1	$358,477	45,434	0.00%	2010
1482	66	Argot Pictures	3	$307,098	38,921	0.00%	2010
1483	67	First Independent Pictures	2	$306,730	38,875	0.00%	2010
1484	68	Westchester Films	1	$297,351	37,687	0.00%	2010
1485	69	Janus Films	6	$295,453	37,444	0.00%	2010
1486	70	First Look	1	$269,021	34,096	0.00%	2010
1487	71	Abramorama Films	1	$246,078	31,188	0.00%	2010
1488	72	Drafthouse Films	1	$242,136	30,688	0.00%	2010
1489	73	Magnet Pictures	1	$237,301	30,076	0.00%	2010
1490	74	New Films Cinema	2	$236,442	29,966	0.00%	2010
1491	75	Cinema Libre	3	$216,374	27,423	0.00%	2010
1492	76	International Film Circuit	4	$214,275	27,155	0.00%	2010
1493	77	7-57 Releasing	1	$210,625	26,695	0.00%	2010
1494	78	Zipporah	2	$186,373	23,620	0.00%	2010
1495	79	Monterey Media	5	$186,219	23,599	0.00%	2010
1496	80	China Lion Film Distribution	1	$182,517	23,132	0.00%	2010
1497	81	Studio 18	1	$165,873	21,023	0.00%	2010
1498	82	New Yorker	2	$151,645	19,219	0.00%	2010
1499	83	Area 23a	2	$122,910	15,577	0.00%	2010
1500	84	Rainbow Releasing	2	$122,392	15,511	0.00%	2010
1501	85	The Film Desk	6	$116,237	14,728	0.00%	2010
1502	86	CFI	1	$110,594	14,016	0.00%	2010
1503	87	Four of a Kind Productions	1	$106,524	13,501	0.00%	2010
1504	88	Balcony Releasing	2	$106,436	13,489	0.00%	2010
1505	89	Elephant Eye Films	2	$104,284	13,216	0.00%	2010
1506	90	IndieVest Pictures	1	$102,645	13,009	0.00%	2010
1507	91	Film Movement	8	$95,575	12,110	0.00%	2010
1508	92	Vitagraph Films	2	$95,024	12,043	0.00%	2010
1509	93	Nocturnal Features	2	$92,560	11,730	0.00%	2010
1510	94	Mangusta Productions	2	$80,571	10,211	0.00%	2010
1511	95	Telepathic Studios	1	$70,066	8,880	0.00%	2010
1512	96	Bev Pictures	1	$69,047	8,751	0.00%	2010
1513	97	GR Films	1	$64,761	8,207	0.00%	2010
1514	98	The Film Collaborative	1	$64,158	8,131	0.00%	2010
1515	99	Walking Shadows	1	$54,645	6,925	0.00%	2010
1516	100	Eleven Arts	1	$54,473	6,904	0.00%	2010
1517	101	Shadow	4	$53,385	6,764	0.00%	2010
1518	102	Regent Releasing	14	$43,819	5,547	0.00%	2010
1519	103	Collective Eye	1	$41,895	5,309	0.00%	2010
1520	104	United Artists	1	$40,249	5,101	0.00%	2010
1521	105	Image Entertainment	1	$39,033	4,947	0.00%	2010
1522	106	Morning Star Pictures	1	$31,858	4,037	0.00%	2010
1523	107	Icarus Films	1	$31,052	3,935	0.00%	2010
1524	108	GasLand Productions	1	$30,846	3,909	0.00%	2010
1525	109	Phase 4 Films	2	$30,178	3,823	0.00%	2010
1526	110	Truly Indie	1	$29,866	3,785	0.00%	2010
1527	111	Artigo Ajemian Films	1	$28,336	3,591	0.00%	2010
1528	112	New American Vision	1	$25,846	3,275	0.00%	2010
1529	113	Olive Films	4	$23,605	2,989	0.00%	2010
1530	114	Cabin Films	1	$22,539	2,856	0.00%	2010
1531	115	Alive Mind	1	$20,956	2,656	0.00%	2010
1532	116	People Pictures	1	$19,137	2,425	0.00%	2010
1533	117	New World	1	$18,675	2,366	0.00%	2010
1534	118	The World According to Shorts	1	$15,651	1,983	0.00%	2010
1535	119	Typecast Releasing	1	$15,451	1,958	0.00%	2010
1536	120	MPI Media Group	1	$15,389	1,950	0.00%	2010
1537	121	Cinema Purgatorio	3	$12,530	1,586	0.00%	2010
1538	122	Embrem Entertainment	1	$11,863	1,503	0.00%	2010
1539	123	The Little Film Company/Dada Films	1	$11,711	1,484	0.00%	2010
1540	124	Waterdog Films	1	$11,574	1,466	0.00%	2010
1541	125	The Kids Are Alright Productions/Variance Films	1	$11,183	1,417	0.00%	2010
1542	126	All Rise Films	1	$10,942	1,386	0.00%	2010
1543	127	Pallisades Tartan	1	$9,408	1,192	0.00%	2010
1544	128	Real Bean Entertainment	1	$7,137	904	0.00%	2010
1545	129	Brink Film	1	$6,607	837	0.00%	2010
1546	130	TLA Releasing	1	$5,980	757	0.00%	2010
1547	131	Winter Star Entertainment	1	$5,673	719	0.00%	2010
1548	132	Rockstone Releasing	1	$3,394	430	0.00%	2010
1549	133	Reel Diva Consultants	1	$2,240	283	0.00%	2010
1550	134	Alchemy	1	$2,093	265	0.00%	2010
1551	135	Seventh Art Releasing	1	$1,909	241	0.00%	2010
1552	136	CAVU Releasing	1	$1,780	225	0.00%	2010
1553	137	ArtMattan Productions	1	$245	31	0.00%	2010
1554	138	Driving With Our Eyes Shut	1	$112	14	0.00%	2010
1555	1	Paramount Pictures	23	$1,966,886,567	248,031,092	19.33%	2011
1556	2	Warner Bros.	34	$1,829,445,272	230,699,278	17.98%	2011
1557	3	Sony Pictures	29	$1,270,723,280	160,242,517	12.49%	2011
1558	4	Walt Disney	18	$1,225,139,953	154,494,310	12.04%	2011
1559	5	Universal	18	$1,025,035,016	129,260,406	10.08%	2011
1560	6	20th Century Fox	19	$982,812,355	123,935,984	9.66%	2011
1561	7	Summit Entertainment	10	$413,522,970	52,146,650	4.06%	2011
1562	8	Relativity	9	$228,217,282	28,778,971	2.24%	2011
1563	9	Weinstein Co.	14	$214,898,591	27,099,436	2.11%	2011
1564	10	Lionsgate	15	$183,873,200	23,187,029	1.81%	2011
1565	11	Fox Searchlight	13	$147,300,020	18,575,032	1.45%	2011
1566	12	Focus Features	9	$127,197,590	16,040,044	1.25%	2011
1567	13	FilmDistrict	5	$126,047,836	15,895,058	1.24%	2011
1568	14	Sony Pictures Classics	25	$98,011,609	12,359,584	0.96%	2011
1569	15	Weinstein/Dimension	2	$76,717,304	9,674,313	0.75%	2011
1570	16	CBS Films	3	$57,370,219	7,234,579	0.56%	2011
1571	17	Roadside Attractions	14	$27,842,431	3,511,019	0.27%	2011
1572	18	Open Road	1	$25,124,986	3,168,346	0.25%	2011
1573	19	IFC Films	44	$17,354,159	2,188,415	0.17%	2011
1574	20	Eros Entertainment	11	$10,949,129	1,380,716	0.11%	2011
1575	21	Codeblack Entertainment	1	$7,706,436	971,807	0.08%	2011
1576	22	Samuel Goldwyn Films	11	$7,232,406	912,025	0.07%	2011
1577	23	Magnolia Pictures	21	$6,802,884	857,857	0.07%	2011
1578	24	Alliance Films	4	$6,582,945	830,130	0.06%	2011
1579	25	Reliance Big Pictures	5	$6,554,416	826,532	0.06%	2011
1580	26	Music Box Films	17	$5,629,983	709,953	0.06%	2011
1581	27	Rocky Mountain Pictures	2	$5,160,512	650,757	0.05%	2011
1582	28	3D Entertainment	1	$4,465,060	563,059	0.04%	2011
1583	29	Visio Entertainment	1	$4,367,448	550,750	0.04%	2011
1584	30	Producers Distribution Agency	1	$4,170,058	525,858	0.04%	2011
1585	31	Entertainment One	4	$3,800,720	479,282	0.04%	2011
1586	32	UTV Communications	9	$3,386,425	427,034	0.03%	2011
1587	33	Newmarket Films	1	$2,719,296	342,912	0.03%	2011
1588	34	Seville	2	$2,677,934	337,695	0.03%	2011
1589	35	IMAX Films	3	$2,523,115	318,171	0.02%	2011
1590	36	National Geographic Entertainment	8	$2,369,522	298,800	0.02%	2011
1591	37	New Line	3	$2,351,767	296,567	0.02%	2011
1592	38	Zeitgeist	6	$2,253,186	284,132	0.02%	2011
1593	39	NCM Fathom	1	$2,119,994	267,338	0.02%	2011
1594	40	Quaker Media	1	$1,891,936	238,579	0.02%	2011
1595	41	Paladin	5	$1,739,188	219,315	0.02%	2011
1596	42	Anchor Bay Entertainment	9	$1,616,345	203,822	0.02%	2011
1597	43	Freestyle Releasing	7	$1,551,841	195,688	0.02%	2011
1598	44	International Film Circuit	6	$1,504,765	189,752	0.01%	2011
1599	45	Oscilloscope Pictures	9	$1,355,602	170,941	0.01%	2011
1600	46	Shorts International	1	$1,352,152	170,510	0.01%	2011
1601	47	Strand	15	$1,237,677	156,067	0.01%	2011
1602	48	Omin/Freestyle	1	$1,186,538	149,626	0.01%	2011
1603	49	Viva Entertainment	4	$1,162,135	146,547	0.01%	2011
1604	50	Variance Films	16	$1,112,325	140,261	0.01%	2011
1605	51	Smodshow Productions	1	$1,065,429	134,354	0.01%	2011
1606	52	First Run Features	17	$1,046,065	131,903	0.01%	2011
1607	53	Magnet Pictures	7	$767,035	96,722	0.01%	2011
1608	54	NeoClassics Films	1	$755,668	95,292	0.01%	2011
1609	55	China Lion Film Distribution	9	$720,240	90,820	0.01%	2011
1610	56	Kino International	6	$661,450	83,408	0.01%	2011
1611	57	ATO Pictures	1	$655,802	82,698	0.01%	2011
1612	58	Tachyon	1	$644,010	81,211	0.01%	2011
1613	59	Indomina Releasing	3	$575,628	72,588	0.01%	2011
1614	60	Vitagraph Films	1	$558,132	70,382	0.01%	2011
1615	61	Abramorama Films	2	$526,187	66,353	0.01%	2011
1616	62	Nocturnal Features	4	$506,765	63,903	0.00%	2011
1617	63	Yash Raj Films	1	$496,172	62,568	0.00%	2011
1618	64	Arts Alliance America	1	$471,334	59,436	0.00%	2011
1619	65	Janus Films	2	$428,356	54,017	0.00%	2011
1620	66	Hannover House	3	$423,849	53,447	0.00%	2011
1621	67	CanZion Films	1	$422,032	53,219	0.00%	2011
1622	68	Wrekin Hill Entertainment	1	$382,946	48,290	0.00%	2011
1623	69	Peace Film LLC	1	$362,239	45,679	0.00%	2011
1624	70	Lorber Films	12	$345,300	43,539	0.00%	2011
1625	71	Cinema Guild	6	$341,250	43,030	0.00%	2011
1626	72	Self Distributed	5	$331,542	41,807	0.00%	2011
1627	73	The Bubble Factory	1	$331,000	41,740	0.00%	2011
1628	74	Kino Lorber	5	$314,102	39,607	0.00%	2011
1629	75	Screen Media Films	4	$307,365	38,758	0.00%	2011
1630	76	Alive Mind	4	$285,794	36,038	0.00%	2011
1631	77	TriBeca Films	4	$267,619	33,745	0.00%	2011
1632	78	Image Entertainment	4	$263,114	33,178	0.00%	2011
1633	79	Submarine Deluxe	1	$236,939	29,878	0.00%	2011
1634	80	Rialto Pictures	4	$218,712	27,578	0.00%	2011
1635	81	Moriah Films	1	$212,601	26,809	0.00%	2011
1636	82	Alchemy	3	$203,903	25,711	0.00%	2011
1637	83	Collective Eye	1	$203,100	25,611	0.00%	2011
1638	84	Eleven Arts	2	$195,667	24,673	0.00%	2011
1639	85	KKM Enterprises	1	$166,573	21,005	0.00%	2011
1640	86	Area 23a	1	$150,886	19,027	0.00%	2011
1641	87	Motion Film Group	1	$148,994	18,788	0.00%	2011
1642	88	Icarus Films	1	$142,285	17,942	0.00%	2011
1643	89	Dada Films	2	$137,042	17,280	0.00%	2011
1644	90	Rocket Releasing	2	$134,259	16,929	0.00%	2011
1645	91	Cinema Purgatorio	4	$128,167	16,160	0.00%	2011
1646	92	New Yorker	2	$127,443	16,070	0.00%	2011
1647	93	Phase 4 Films	4	$122,831	15,488	0.00%	2011
1648	94	The Film Desk	8	$121,296	15,292	0.00%	2011
1649	95	Insurgent Media	1	$116,037	14,632	0.00%	2011
1650	96	Film Movement	8	$109,305	13,781	0.00%	2011
1651	97	Cinedigm	2	$107,845	13,599	0.00%	2011
1652	98	Motion Pictures Film and Television	1	$102,541	12,930	0.00%	2011
1653	99	Monterey Media	4	$98,748	12,450	0.00%	2011
1654	100	Balcony Releasing	2	$95,880	12,090	0.00%	2011
1655	101	Full Moon Features	1	$91,260	11,508	0.00%	2011
1656	102	Truly Indie	3	$85,641	10,799	0.00%	2011
1657	103	Arthouse Films	1	$85,262	10,751	0.00%	2011
1658	104	GKIDS	2	$79,534	10,028	0.00%	2011
1659	105	ARC Entertainment	2	$68,647	8,655	0.00%	2011
1660	106	Drafthouse Films	1	$67,871	8,558	0.00%	2011
1661	107	Rainbow Releasing	1	$61,908	7,806	0.00%	2011
1662	108	Alliance Vivafilm	1	$61,337	7,734	0.00%	2011
1663	109	Life Sentence Films/m Tuckman Media	1	$60,291	7,602	0.00%	2011
1664	110	Argot Pictures	3	$55,932	7,052	0.00%	2011
1665	111	Kristin Marie Productions	1	$53,256	6,715	0.00%	2011
1666	112	Indican Pictures	5	$53,204	6,705	0.00%	2011
1667	113	Long Shot Factory	1	$51,742	6,524	0.00%	2011
1668	114	Five & Two Pictures	1	$47,362	5,972	0.00%	2011
1669	115	Faulkner-McLean Entertainment	1	$47,009	5,927	0.00%	2011
1670	116	Miramax	1	$46,310	5,839	0.00%	2011
1671	117	The Film Collaborative	1	$44,462	5,606	0.00%	2011
1672	118	B.D. Fox Independent	1	$41,914	5,285	0.00%	2011
1673	119	CJ Entertainment	1	$40,685	5,130	0.00%	2011
1674	120	Shotown Pictures	1	$40,508	5,108	0.00%	2011
1675	121	108 Pics	1	$38,261	4,824	0.00%	2011
1676	122	Mongrel Media	1	$38,246	4,822	0.00%	2011
1677	123	Corinth Films	2	$37,777	4,763	0.00%	2011
1678	124	Skylight Pictures	1	$36,738	4,632	0.00%	2011
1679	125	Docurama	1	$34,637	4,367	0.00%	2011
1680	126	Cohen Media Group	1	$28,850	3,638	0.00%	2011
1681	127	Monica Beach Media	1	$27,000	3,404	0.00%	2011
1682	128	The World According to Shorts	1	$22,731	2,866	0.00%	2011
1683	129	Film Forum	1	$20,654	2,605	0.00%	2011
1684	130	America Saga Releasing	1	$20,300	2,559	0.00%	2011
1685	131	Olive Films	1	$19,631	2,475	0.00%	2011
1686	132	Rooftop Films	1	$17,981	2,267	0.00%	2011
1687	133	Check Entertainment Distribution	1	$17,107	2,157	0.00%	2011
1688	134	Westchester Films	1	$16,284	2,053	0.00%	2011
1689	135	Maya Releasing	1	$13,826	1,743	0.00%	2011
1690	136	FilmDemic	1	$12,620	1,591	0.00%	2011
1691	137	Fisher-Klingenstein Films	1	$12,139	1,530	0.00%	2011
1692	138	Kino Classics	1	$10,600	1,336	0.00%	2011
1693	139	CAVU Releasing	1	$9,217	1,162	0.00%	2011
1694	140	Zipporah	1	$6,898	869	0.00%	2011
1695	141	Cinema Libre	2	$5,517	694	0.00%	2011
1696	142	Hiltz Squared	1	$5,303	668	0.00%	2011
1697	143	ArtMattan Productions	1	$4,726	595	0.00%	2011
1698	144	IFC Midnight	1	$4,373	551	0.00%	2011
1699	145	Humble Pie Films	1	$4,227	533	0.00%	2011
1700	146	The Nobility Project	1	$4,000	504	0.00%	2011
1701	147	Plastic Age Productions	1	$3,632	458	0.00%	2011
1702	148	MGM	1	$3,244	409	0.00%	2011
